Data,Hora,Estacao,Codigo,Poluente,Valor,Unidade,Tipo
2019-01-01,00:00:00,Assis,PR08,SO2,3.668,ug/m3,automatico
2019-01-01,01:00:00,Assis,PR08,SO2,4.7684,ug/m3,automatico
2019-01-01,02:00:00,Assis,PR08,SO2,4.0348,ug/m3,automatico
2019-01-01,03:00:00,Assis,PR08,SO2,6.0522,ug/m3,automatico
2019-01-01,04:00:00,Assis,PR08,SO2,3.668,ug/m3,automatico
2019-01-01,05:00:00,Assis,PR08,SO2,4.4802,ug/m3,automatico
2019-01-01,06:00:00,Assis,PR08,SO2,3.537,ug/m3,automatico
2019-01-01,07:00:00,Assis,PR08,SO2,4.2706,ug/m3,automatico
2019-01-01,08:00:00,Assis,PR08,SO2,3.9562,ug/m3,automatico
2019-01-01,09:00:00,Assis,PR08,SO2,3.7204,ug/m3,automatico
2019-01-01,10:00:00,Assis,PR08,SO2,3.7728,ug/m3,automatico
2019-01-01,11:00:00,Assis,PR08,SO2,3.9824,ug/m3,automatico
2019-01-01,12:00:00,Assis,PR08,SO2,3.9824,ug/m3,automatico
2019-01-01,13:00:00,Assis,PR08,SO2,4.192,ug/m3,automatico
2019-01-01,14:00:00,Assis,PR08,SO2,4.0348,ug/m3,automatico
2019-01-01,15:00:00,Assis,PR08,SO2,3.6418,ug/m3,automatico
2019-01-01,16:00:00,Assis,PR08,SO2,2.1746,ug/m3,automatico
2019-01-01,17:00:00,Assis,PR08,SO2,2.1746,ug/m3,automatico
2019-01-01,18:00:00,Assis,PR08,SO2,2.0698,ug/m3,automatico
2019-01-01,19:00:00,Assis,PR08,SO2,2.9082,ug/m3,automatico
2019-01-01,20:00:00,Assis,PR08,SO2,9.5892,ug/m3,automatico
2019-01-01,21:00:00,Assis,PR08,SO2,8.5936,ug/m3,automatico
2019-01-01,22:00:00,Assis,PR08,SO2,7.3098,ug/m3,automatico
2019-01-01,23:00:00,Assis,PR08,SO2,8.3316,ug/m3,automatico
2019-01-02,00:00:00,Assis,PR08,SO2,7.5456,ug/m3,automatico
2019-01-02,01:00:00,Assis,PR08,SO2,5.0828,ug/m3,automatico
2019-01-02,02:00:00,Assis,PR08,SO2,5.9736,ug/m3,automatico
2019-01-02,03:00:00,Assis,PR08,SO2,4.2182,ug/m3,automatico
2019-01-02,04:00:00,Assis,PR08,SO2,3.7204,ug/m3,automatico
2019-01-02,05:00:00,Assis,PR08,SO2,3.7466,ug/m3,automatico
2019-01-02,06:00:00,Assis,PR08,SO2,3.7728,ug/m3,automatico
2019-01-02,07:00:00,Assis,PR08,SO2,3.8776,ug/m3,automatico
2019-01-02,08:00:00,Assis,PR08,SO2,3.8776,ug/m3,automatico
2019-01-02,09:00:00,Assis,PR08,SO2,3.7204,ug/m3,automatico
2019-01-02,10:00:00,Assis,PR08,SO2,3.9038,ug/m3,automatico
2019-01-02,11:00:00,Assis,PR08,SO2,3.5108,ug/m3,automatico
2019-01-02,12:00:00,Assis,PR08,SO2,3.7728,ug/m3,automatico
2019-01-02,13:00:00,Assis,PR08,SO2,3.8252,ug/m3,automatico
2019-01-02,14:00:00,Assis,PR08,SO2,3.3536,ug/m3,automatico
2019-01-02,15:00:00,Assis,PR08,SO2,2.1484,ug/m3,automatico
2019-01-02,16:00:00,Assis,PR08,SO2,1.7554,ug/m3,automatico
2019-01-02,17:00:00,Assis,PR08,SO2,1.6506,ug/m3,automatico
2019-01-02,18:00:00,Assis,PR08,SO2,1.7554,ug/m3,automatico
2019-01-02,19:00:00,Assis,PR08,SO2,1.3624,ug/m3,automatico
2019-01-02,20:00:00,Assis,PR08,SO2,1.5458,ug/m3,automatico
2019-01-02,21:00:00,Assis,PR08,SO2,2.227,ug/m3,automatico
2019-01-02,22:00:00,Assis,PR08,SO2,2.8296,ug/m3,automatico
2019-01-02,23:00:00,Assis,PR08,SO2,3.1178,ug/m3,automatico
2019-01-03,00:00:00,Assis,PR08,SO2,3.5632,ug/m3,automatico
2019-01-03,01:00:00,Assis,PR08,SO2,3.668,ug/m3,automatico
2019-01-03,02:00:00,Assis,PR08,SO2,3.3536,ug/m3,automatico
2019-01-03,03:00:00,Assis,PR08,SO2,3.275,ug/m3,automatico
2019-01-03,04:00:00,Assis,PR08,SO2,3.668,ug/m3,automatico
2019-01-03,05:00:00,Assis,PR08,SO2,3.7466,ug/m3,automatico
2019-01-03,06:00:00,Assis,PR08,SO2,4.585,ug/m3,automatico
2019-01-03,07:00:00,Assis,PR08,SO2,4.0086,ug/m3,automatico
2019-01-03,08:00:00,Assis,PR08,SO2,3.7466,ug/m3,automatico
2019-01-03,09:00:00,Assis,PR08,SO2,3.6418,ug/m3,automatico
2019-01-03,10:00:00,Assis,PR08,SO2,3.3536,ug/m3,automatico
2019-01-03,11:00:00,Assis,PR08,SO2,3.3012,ug/m3,automatico
2019-01-03,12:00:00,Assis,PR08,SO2,3.537,ug/m3,automatico
2019-01-03,13:00:00,Assis,PR08,SO2,3.3798,ug/m3,automatico
2019-01-03,14:00:00,Assis,PR08,SO2,3.537,ug/m3,automatico
2019-01-03,15:00:00,Assis,PR08,SO2,3.0916,ug/m3,automatico
2019-01-03,16:00:00,Assis,PR08,SO2,2.9082,ug/m3,automatico
2019-01-03,17:00:00,Assis,PR08,SO2,3.2226,ug/m3,automatico
2019-01-03,18:00:00,Assis,PR08,SO2,3.406,ug/m3,automatico
2019-01-03,19:00:00,Assis,PR08,SO2,3.4322,ug/m3,automatico
2019-01-03,20:00:00,Assis,PR08,SO2,3.4846,ug/m3,automatico
2019-01-03,21:00:00,Assis,PR08,SO2,3.406,ug/m3,automatico
2019-01-03,22:00:00,Assis,PR08,SO2,3.6156,ug/m3,automatico
2019-01-03,23:00:00,Assis,PR08,SO2,3.6156,ug/m3,automatico
2019-01-04,00:00:00,Assis,PR08,SO2,3.8514,ug/m3,automatico
2019-01-04,01:00:00,Assis,PR08,SO2,3.6156,ug/m3,automatico
2019-01-04,02:00:00,Assis,PR08,SO2,3.5894,ug/m3,automatico
2019-01-04,03:00:00,Assis,PR08,SO2,3.5108,ug/m3,automatico
2019-01-04,04:00:00,Assis,PR08,SO2,3.5632,ug/m3,automatico
2019-01-04,05:00:00,Assis,PR08,SO2,3.668,ug/m3,automatico
2019-01-04,06:00:00,Assis,PR08,SO2,3.668,ug/m3,automatico
2019-01-04,07:00:00,Assis,PR08,SO2,3.8776,ug/m3,automatico
2019-01-04,08:00:00,Assis,PR08,SO2,3.7204,ug/m3,automatico
2019-01-04,09:00:00,Assis,PR08,SO2,3.8776,ug/m3,automatico
2019-01-04,10:00:00,Assis,PR08,SO2,3.3274,ug/m3,automatico
