Data,Hora,Estacao,Codigo,Poluente,Valor,Unidade,Tipo
2016-04-14,00:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,01:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,02:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,03:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,04:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,05:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,06:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,07:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,08:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,09:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,10:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,11:00,Botelho,BA11,SO2,2.2,ppb,automatico
2016-04-14,12:00,Botelho,BA11,SO2,4.9,ppb,automatico
2016-04-14,13:00,Botelho,BA11,SO2,1,ppb,automatico
2016-04-14,14:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,15:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,16:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,17:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,18:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,19:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,20:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,21:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,22:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-14,23:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-15,00:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-15,01:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-15,02:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-15,03:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-15,04:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-15,05:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-15,06:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-15,07:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-15,08:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-15,09:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-15,10:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-15,11:00,Botelho,BA11,SO2,0,ppb,automatico
2016-04-15,12:00,Botelho,BA11,SO2,0,ppb,automatico
