Código do IBGE;Código do Município;Município;Estado;Ano de Referência;Prestadores;Serviços;Natureza Jurídica;ES001 - População total atendida com esgotamento sanitário;ES002 - Quantidade de ligações ativas de esgotos;ES003 - Quantidade de economias ativas de esgotos;ES004 - Extensão da rede de esgotos;ES005 - Volume de esgotos coletado;ES006 - Volume de esgotos tratado;ES007 - Volume de esgotos faturado;ES008 - Quantidade de economias residenciais ativas de esgotos;ES009 - Quantidade de ligações totais de esgotos;ES012 - Volume de esgoto bruto exportado;ES013 - Volume de esgotos bruto importado;ES014 - Volume de esgoto importado tratado nas instalações do importador;ES015 - Volume de esgoto bruto exportado tratado nas instalações do importador;ES026 - População urbana atendida com esgotamento sanitário;ES028 - Consumo total de energia elétrica nos sistemas de esgotos;IN015_AE - Índice de coleta de esgoto;IN016_AE - Índice de tratamento de esgoto;IN021_AE - Extensão da rede de esgoto por ligação;IN024_AE - Índice de atendimento urbano de esgoto referido aos municípios atendidos com água;IN046_AE - Índice de esgoto tratado referido à água consumida;IN047_AE - Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto;IN056_AE - Índice de atendimento total de esgoto referido aos municípios atendidos com água;IN059_AE - Índice de consumo de energia elétrica em sistemas de esgotamento sanitário
;130230;Jutaí;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130230;Jutaí;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130230;Jutaí;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130230;Jutaí;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130230;Jutaí;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130240;Lábrea;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130240;Lábrea;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130240;Lábrea;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130240;Lábrea;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130240;Lábrea;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130250;Manacapuru;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130250;Manacapuru;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;130250;Manacapuru;AM;1997;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130250;Manacapuru;AM;1996;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130250;Manacapuru;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130255;Manaquiri;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130255;Manaquiri;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130255;Manaquiri;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130255;Manaquiri;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130255;Manaquiri;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130260;Manaus;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água e Esgoto;;52.090;9.161;11.548;370;3.338,00;;3.576,80;8.425;;;;;;;;;;;4,18;;4,18;;
;130260;Manaus;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água e Esgoto;;51.915;9.412;11.819;257;3.648,70;;3.951,30;9.271;;;;;;;;;;;4,27;;4,27;;
;130260;Manaus;AM;1997;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água e Esgoto;;53.460;10.291;13.389;257;4.015,00;;4.015,00;10.215;;;;;;;;8,45;;24,97;4,51;;;;
;130260;Manaus;AM;1996;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água e Esgoto;;60.418;9.415;9.912;256,5;4.015,00;;4.380,00;9.134;;;;;;;;3,16;;27,24;5,25;;;;
;130260;Manaus;AM;1995;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;130270;Manicoré;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130270;Manicoré;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130270;Manicoré;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130270;Manicoré;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130270;Manicoré;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130280;Maraã;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130280;Maraã;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130280;Maraã;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130280;Maraã;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130280;Maraã;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130290;Maués;AM;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;130290;Maués;AM;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;130290;Maués;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130290;Maués;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130290;Maués;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130300;Nhamundá;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130300;Nhamundá;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130300;Nhamundá;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130300;Nhamundá;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130300;Nhamundá;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130310;Nova Olinda do Norte;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130310;Nova Olinda do Norte;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130310;Nova Olinda do Norte;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130310;Nova Olinda do Norte;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130310;Nova Olinda do Norte;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130320;Novo Airão;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130320;Novo Airão;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130320;Novo Airão;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130320;Novo Airão;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130320;Novo Airão;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130330;Novo Aripuanã;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130330;Novo Aripuanã;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130330;Novo Aripuanã;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130330;Novo Aripuanã;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130330;Novo Aripuanã;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130340;Parintins;AM;1999;[13034011] Serviço Autônomo de Água e Esgoto de Parintins - SAAE;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;130340;Parintins;AM;1998;[13034011] Serviço Autônomo de Água e Esgoto de Parintins - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130340;Parintins;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130340;Parintins;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130340;Parintins;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130350;Pauini;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130350;Pauini;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130350;Pauini;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130350;Pauini;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130350;Pauini;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130353;Presidente Figueiredo;AM;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;130353;Presidente Figueiredo;AM;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;130353;Presidente Figueiredo;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130353;Presidente Figueiredo;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130353;Presidente Figueiredo;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130356;Rio Preto da Eva;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130356;Rio Preto da Eva;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130356;Rio Preto da Eva;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130356;Rio Preto da Eva;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130356;Rio Preto da Eva;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130360;Santa Isabel do Rio Negro;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130360;Santa Isabel do Rio Negro;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130360;Santa Isabel do Rio Negro;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130360;Santa Isabel do Rio Negro;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130360;Santa Isabel do Rio Negro;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130370;Santo Antônio do Içá;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130370;Santo Antônio do Içá;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130370;Santo Antônio do Içá;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130370;Santo Antônio do Içá;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130370;Santo Antônio do Içá;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130380;São Gabriel da Cachoeira;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130380;São Gabriel da Cachoeira;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;130380;São Gabriel da Cachoeira;AM;1997;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130380;São Gabriel da Cachoeira;AM;1996;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130380;São Gabriel da Cachoeira;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130390;São Paulo de Olivença;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130390;São Paulo de Olivença;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130390;São Paulo de Olivença;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130390;São Paulo de Olivença;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130390;São Paulo de Olivença;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130395;São Sebastião do Uatumã;AM;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;130395;São Sebastião do Uatumã;AM;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;130395;São Sebastião do Uatumã;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130395;São Sebastião do Uatumã;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130395;São Sebastião do Uatumã;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130400;Silves;AM;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;130400;Silves;AM;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;130400;Silves;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130400;Silves;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130400;Silves;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130406;Tabatinga;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130406;Tabatinga;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130406;Tabatinga;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130406;Tabatinga;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130406;Tabatinga;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130410;Tapauá;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130410;Tapauá;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130410;Tapauá;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130410;Tapauá;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130410;Tapauá;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130420;Tefé;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130420;Tefé;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;130420;Tefé;AM;1997;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130420;Tefé;AM;1996;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130420;Tefé;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130423;Tonantins;AM;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;130423;Tonantins;AM;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;130423;Tonantins;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130423;Tonantins;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130423;Tonantins;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130426;Uarini;AM;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;130426;Uarini;AM;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;130426;Uarini;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130426;Uarini;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130426;Uarini;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130430;Urucará;AM;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;130430;Urucará;AM;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;130430;Urucará;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130430;Urucará;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130430;Urucará;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;130440;Urucurituba;AM;1999;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130440;Urucurituba;AM;1998;[13026000] Companhia de Saneamento do Amazonas - COSAMA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;130440;Urucurituba;AM;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;130440;Urucurituba;AM;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;130440;Urucurituba;AM;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160010;Amapá;AP;1999;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;365;74;100;3,7;22,1;;22,1;73;;;;;;;;;;;6,86;;6,86;;
;160010;Amapá;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;260;52;72;3.692,00;19,9;;19,9;52;;;;;;;;;;;4,85;;4,85;;
;160010;Amapá;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;546;105;123;3,7;36,5;;36,5;93;;;;;;;;50;;35,24;10,12;;;;
;160010;Amapá;AP;1996;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;59;73;3,69;;0;18,25;49;;;;;;;;;;62,54;;;;;
;160010;Amapá;AP;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160020;Calçoene;AP;1999;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;205;33;41;4,5;12,69;;12,69;23;;;;;;;;;;;4,53;;4,53;;
;160020;Calçoene;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;170;34;42;4.539,00;12,8;;12,8;24;;;;;;;;;;;3,83;;3,83;;
;160020;Calçoene;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;535;103;118;4,5;36,5;;36,5;87;;;;;;;;100;;43,69;12,26;;;;
;160020;Calçoene;AP;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;160020;Calçoene;AP;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160021;Cutias;AP;1999;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160021;Cutias;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;160021;Cutias;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160021;Cutias;AP;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;160021;Cutias;AP;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160023;Ferreira Gomes;AP;1999;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160023;Ferreira Gomes;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;160023;Ferreira Gomes;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160023;Ferreira Gomes;AP;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;160023;Ferreira Gomes;AP;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160025;Itaubal;AP;1999;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160025;Itaubal;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;160025;Itaubal;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160025;Itaubal;AP;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;160025;Itaubal;AP;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160027;Laranjal do Jari;AP;1999;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160027;Laranjal do Jari;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;160027;Laranjal do Jari;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160027;Laranjal do Jari;AP;1996;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160027;Laranjal do Jari;AP;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160030;Macapá;AP;1999;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;23.235;4.506;6.511;72,9;2.353,50;1.460,00;2.353,50;4.647;;;;;;;;;62,04;;9,56;;9,56;;
;160030;Macapá;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;22.305;4.461;6.672;72.912,00;2.439,30;1.000,00;2.439,30;4.833;;;;;;;;;41;;9,6;;9,6;;
;160030;Macapá;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;24.090;4.663;6.856;75,1;2.555,00;;2.555,00;5.095;;;;;;;;27,13;;16,11;10,85;;;;
;160030;Macapá;AP;1996;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;21.000;4.430;5.868;72,6;2.263,00;2.263,00;2.263,00;4.561;;;;;;;;10,65;100;16,39;10,02;;;;
;160030;Macapá;AP;1995;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;160040;Mazagão;AP;1999;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;480;109;121;3,29;18,79;;18,1;96;;;;;;;;;;;8,05;;8,05;;
;160040;Mazagão;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;210;42;46;3.344,00;10,8;;10,8;37;;;;;;;;;;;3,67;;3,67;;
;160040;Mazagão;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;608;117;125;3,3;36,5;;36,5;113;;;;;;;;50;;28,21;11,07;;;;
;160040;Mazagão;AP;1996;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;59;64;3,34;;0;18,25;56;;;;;;;;;;56,61;;;;;
;160040;Mazagão;AP;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160050;Oiapoque;AP;1999;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;320;69;71;4,69;18,1;;18,1;64;;;;;;;;;;;4,91;;4,91;;
;160050;Oiapoque;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;375;75;76;4.663,00;19;;19;70;;;;;;;;;;;6,02;;6,02;;
;160050;Oiapoque;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;525;101;104;4,7;36,5;;36,5;92;;;;;;;;33,33;;46,53;8,85;;;;
;160050;Oiapoque;AP;1996;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;69;69;4,66;;0;18,25;64;;;;;;;;;;67,54;;;;;
;160050;Oiapoque;AP;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160015;Pedra Branca do Amapari;AP;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;160015;Pedra Branca do Amapari;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;160015;Pedra Branca do Amapari;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160015;Pedra Branca do Amapari;AP;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;160015;Pedra Branca do Amapari;AP;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160053;Porto Grande;AP;1999;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160053;Porto Grande;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;160053;Porto Grande;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160053;Porto Grande;AP;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;160053;Porto Grande;AP;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160055;Pracuúba;AP;1999;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160055;Pracuúba;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;160055;Pracuúba;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160055;Pracuúba;AP;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;160055;Pracuúba;AP;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160060;Santana;AP;1999;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;1.630;326;330;2,2;39,7;;39,7;326;;;;;;;;;;;2,11;;2,11;;
;160060;Santana;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;160060;Santana;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160060;Santana;AP;1996;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160060;Santana;AP;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160005;Serra do Navio;AP;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;160005;Serra do Navio;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;160005;Serra do Navio;AP;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;160005;Serra do Navio;AP;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;160005;Serra do Navio;AP;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;160070;Tartarugalzinho;AP;1999;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160070;Tartarugalzinho;AP;1998;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;160070;Tartarugalzinho;AP;1997;[16003000] Companhia de Água e Esgoto do Amapá - CAESA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;160070;Tartarugalzinho;AP;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
