Código do IBGE;Código do Município;Município;Estado;Ano de Referência;Prestadores;Serviços;Natureza Jurídica;ES001 - População total atendida com esgotamento sanitário;ES002 - Quantidade de ligações ativas de esgotos;ES003 - Quantidade de economias ativas de esgotos;ES004 - Extensão da rede de esgotos;ES005 - Volume de esgotos coletado;ES006 - Volume de esgotos tratado;ES007 - Volume de esgotos faturado;ES008 - Quantidade de economias residenciais ativas de esgotos;ES009 - Quantidade de ligações totais de esgotos;ES012 - Volume de esgoto bruto exportado;ES013 - Volume de esgotos bruto importado;ES014 - Volume de esgoto importado tratado nas instalações do importador;ES015 - Volume de esgoto bruto exportado tratado nas instalações do importador;ES026 - População urbana atendida com esgotamento sanitário;ES028 - Consumo total de energia elétrica nos sistemas de esgotos;IN015_AE - Índice de coleta de esgoto;IN016_AE - Índice de tratamento de esgoto;IN021_AE - Extensão da rede de esgoto por ligação;IN024_AE - Índice de atendimento urbano de esgoto referido aos municípios atendidos com água;IN046_AE - Índice de esgoto tratado referido à água consumida;IN047_AE - Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto;IN056_AE - Índice de atendimento total de esgoto referido aos municípios atendidos com água;IN059_AE - Índice de consumo de energia elétrica em sistemas de esgotamento sanitário
;120001;Acrelândia;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120001;Acrelândia;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120001;Acrelândia;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120001;Acrelândia;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120001;Acrelândia;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120005;Assis Brasil;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120005;Assis Brasil;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120005;Assis Brasil;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120005;Assis Brasil;AC;2001;;;;;;;;;;;;;;;;;;;;;;;;;;
;120005;Assis Brasil;AC;2000;;;;;;;;;;;;;;;;;;;;;;;;;;
;120010;Brasiléia;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120010;Brasiléia;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120010;Brasiléia;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120010;Brasiléia;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120010;Brasiléia;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120013;Bujari;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120013;Bujari;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120013;Bujari;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120013;Bujari;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120013;Bujari;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120017;Capixaba;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120017;Capixaba;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120017;Capixaba;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120017;Capixaba;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120017;Capixaba;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120020;Cruzeiro do Sul;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120020;Cruzeiro do Sul;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA | [12002040] Secretaria Municipal de Urbanismo Obras e Viação - SMUOV;Água | Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;120020;Cruzeiro do Sul;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120020;Cruzeiro do Sul;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120020;Cruzeiro do Sul;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;2004;;;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;2002;;;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;2001;;;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;2000;;;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;2001;;;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;2000;;;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;2004;;;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;2002;;;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;2001;;;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;2000;;;;;;;;;;;;;;;;;;;;;;;;;;
;120040;Rio Branco;AC;2004;[12004011] Serviço de Água e Esgoto de Rio Branco - SAERB | [12004040] Secretaria Municipal de Serviços Urbanos - SEMSUR;Água e Esgoto | Res. Sólidos;;68.391;12.707;15.198;132;4.800,00;0;2.466,60;13.686;12.707;;;;;68.391;46,6;87,46;0;10,02;26,73;0;26,73;23,91;0,01
;120040;Rio Branco;AC;2003;[12004011] Serviço de Água e Esgoto de Rio Branco - SAERB | [12004040] Secretaria Municipal de Serviços Urbanos - SEMSUR;Água e Esgoto | Res. Sólidos;;59.873;12.301;14.747;118,6;4.333,80;0;2.350,20;13.305;12.301;;;;;59.873;1.761,00;78,31;0;9,75;24,39;0;24,39;21,81;0,41
;120040;Rio Branco;AC;2002;[12004011] Serviço de Água e Esgoto de Rio Branco - SAERB;Água e Esgoto;;65.473;12.035;14.582;118,6;5.906,40;0;2.094,00;13.046;12.035;;;;;65.473;;93,1;0;9,45;27,35;0;27,35;24,45;
;120040;Rio Branco;AC;2001;[12004011] Serviço de Água e Esgoto de Rio Branco - SAERB;Água e Esgoto;;53.516;11.946;13.379;108;;;2.445,00;12.710;11.946;;;;;53.516;;;;9,04;22,89;;22,89;20,47;
;120040;Rio Branco;AC;2000;[12004011] Serviço de Água e Esgoto de Rio Branco - SAERB;Água e Esgoto;;53.516;11.946;13.379;108;;0;1.896,00;12.710;11.946;;;;;;;;;;23,65;;23,65;;
;120042;Rodrigues Alves;AC;2004;;;;;;;;;;;;;;;;;;;;;;;;;;
;120042;Rodrigues Alves;AC;2003;;;;;;;;;;;;;;;;;;;;;;;;;;
;120042;Rodrigues Alves;AC;2002;;;;;;;;;;;;;;;;;;;;;;;;;;
;120042;Rodrigues Alves;AC;2001;;;;;;;;;;;;;;;;;;;;;;;;;;
;120042;Rodrigues Alves;AC;2000;;;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;2001;;;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;2000;;;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;2004;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;2003;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;2002;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;2001;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;2000;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;2004;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;2003;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;2002;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;2001;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;2000;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;2004;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;2003;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;2002;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;2001;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;2000;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;2004;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27003040] Prefeitura Municipal de Arapiraca - PMA;Água | Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;2003;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27003040] Prefeitura Municipal de Arapiraca - PMA;Água | Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;2002;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27003040] Prefeitura Municipal de Arapiraca - PMA;Água | Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;2001;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;2000;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;2004;[27004011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;2003;[27004011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;2002;[27004011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;2001;[27004011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;2000;[27004011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;2004;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;2003;;;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;2002;;;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;2001;;;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;2000;;;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;2004;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;2003;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;2002;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;2001;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;2000;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;2004;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;2003;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;2002;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;2001;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;2000;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;2004;;;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;2003;;;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;2002;;;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;2001;;;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;2000;;;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;2004;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;2003;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;2002;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;2001;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;2000;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;2004;[27010011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;2003;[27010011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;2002;[27010011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;2001;[27010011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;2000;[27010011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270110;Branquinha;AL;2004;;;;;;;;;;;;;;;;;;;;;;;;;;
;270110;Branquinha;AL;2003;;;;;;;;;;;;;;;;;;;;;;;;;;
;270110;Branquinha;AL;2002;;;;;;;;;;;;;;;;;;;;;;;;;;
;270110;Branquinha;AL;2001;;;;;;;;;;;;;;;;;;;;;;;;;;
;270110;Branquinha;AL;2000;;;;;;;;;;;;;;;;;;;;;;;;;;
;270120;Cacimbinhas;AL;2004;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270120;Cacimbinhas;AL;2003;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270120;Cacimbinhas;AL;2002;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270120;Cacimbinhas;AL;2001;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270120;Cacimbinhas;AL;2000;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270130;Cajueiro;AL;2004;[27013011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270130;Cajueiro;AL;2003;[27013011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270130;Cajueiro;AL;2002;[27013011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270130;Cajueiro;AL;2001;[27013011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270130;Cajueiro;AL;2000;[27013011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270135;Campestre;AL;2004;;;;;;;;;;;;;;;;;;;;;;;;;;
;270135;Campestre;AL;2003;;;;;;;;;;;;;;;;;;;;;;;;;;
;270135;Campestre;AL;2002;;;;;;;;;;;;;;;;;;;;;;;;;;
;270135;Campestre;AL;2001;;;;;;;;;;;;;;;;;;;;;;;;;;
;270135;Campestre;AL;2000;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270140;Campo Alegre;AL;2004;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270140;Campo Alegre;AL;2003;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270140;Campo Alegre;AL;2002;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270140;Campo Alegre;AL;2001;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270140;Campo Alegre;AL;2000;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270150;Campo Grande;AL;2004;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
